"CountryCode","SeriesCode","DESCRIPTION",
"BRA","MS.MIL.XPND.CD","1960-1994 SIPRI estimates.",
"BRA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BRA","MS.MIL.XPND.CN","1960-1994 SIPRI estimates.",
"BRA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BRB","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BRB","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BRB","IT.CEL.SETS","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BRB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BRB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BRB","IT.NET.BBND","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","IT.NET.USER.ZS","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BRB","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BRB","IT.CEL.SETS.P2","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BRB","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"BRB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BRB","IT.NET.BBND.P2","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BRB","IT.MLT.MAIN","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BRB","IT.MLT.MAIN.P2","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 2017, 2018: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data used in the preparation of this edition of the Compendium.",
"BRN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BRN","IT.NET.USER.ZS","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","IT.MLT.MAIN","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","IT.CEL.SETS.P2","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BRN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BRN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BRN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BRN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BRN","IT.CEL.SETS","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BRN","IT.NET.BBND","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BRN","IT.NET.BBND.P2","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Arrivals by air.",
"BRN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BRN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BRN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BRN","IT.MLT.MAIN.P2","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BTN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BTN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BTN","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BTN","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"BTN","IT.NET.BBND.P2","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","IT.MLT.MAIN","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BTN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2005: country data.",
"BTN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BTN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BTN","IT.NET.USER.ZS","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","IT.NET.BBND","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BTN","IT.CEL.SETS.P2","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BTN","IT.CEL.SETS","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BTN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BTN","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. The huge margin of difference from 2010 as compared to the previous years is because starting from 2010 the regional high end tourists are included in the total figures.",
"BTN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BTN","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BTN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BTN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt for 2019 is based on data from the BIS.",
"BTN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BTN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BTN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BTN","IT.MLT.MAIN.P2","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BWA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","IT.NET.USER.ZS","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BWA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BWA","IT.CEL.SETS.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BWA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BWA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BWA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BWA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BWA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BWA","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"BWA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BWA","IT.MLT.MAIN.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"BWA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BWA","IT.NET.BBND.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BWA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"BWA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BWA","IT.CEL.SETS","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","IT.MLT.MAIN","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","IT.NET.BBND","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"BWA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data are World Bank staff estimates based on the market data. Short-term debt for 2019 is based on data from the BIS.",
